Gender,Age,AgeGroup,TotalSpendings,ServiceCost,Profit
female,38,35-39,50112.36,35703.78,14408.58
female,50,50-54,48991.83,43155.34,5836.49
female,35,35-39,48029.43,22306.68,25722.75
male,54,50-54,55155.63,23529.83,31625.8
Female,54,50-54,49128.19,36403.01,12725.18
Female,53,50-54,52845.91,35207.43,17638.48
Male,54,50-54,47076.77,43614.39,3462.38
Female,45,45-49,39637.55,38699.29,938.26
Male,49,45-49,73220.69,27292.76,45927.93
male,45,45-49,49033.49,29111.56,19921.93
female,35,35-39,81983.98,34184.17,47799.81
female,34,30-34,54249.15,17772.35,36476.8
female,50,50-54,55999.82,34488.7,21511.12
Female,33,30-34,46907.15,35067.42,11839.73
Male,31,30-34,44070.43,23519.55,20550.88
Male,35,35-39,47133.3,28296.12,18837.18
male,38,35-39,41676.87,14143.87,27533.0
Female,46,45-49,40753.19,37431.13,3322.06
male,43,40-44,67846.01,33343.64,34502.37
Male,36,35-39,57997.53,19547.34,38450.19
Male,51,50-54,64981.85,21519.53,43462.32
female,48,45-49,61249.0,26523.23,34725.77
Female,30,30-34,43986.28,36794.34,7191.94
Male,49,45-49,34603.14,34036.29,566.85
female,54,50-54,45398.57,23422.15,21976.42
Female,44,40-44,50918.32,25253.81,25664.51
male,47,45-49,61443.43,30420.77,31022.66
Female,32,30-34,49453.95,23594.66,25859.29
Female,47,45-49,79663.66,25836.43,53827.23
Male,31,30-34,45673.04,35534.95,10138.09
Male,39,35-39,55910.58,20185.43,35725.15
Female,40,40-44,44014.09,28861.06,15153.03
Male,53,50-54,54062.82,28265.88,25796.94
Male,32,30-34,48744.27,29657.15,19087.12
Male,36,35-39,47513.39,32113.69,15399.7
female,37,35-39,43812.08,34916.71,8895.37
female,48,45-49,51475.42,36273.75,15201.67
Female,47,45-49,58361.73,27248.45,31113.28
Male,42,40-44,40249.34,28788.55,11460.79
female,42,40-44,49514.27,32807.65,16706.62
Female,53,50-54,54931.34,31441.13,23490.21
Male,48,45-49,56828.91,34565.65,22263.26
male,52,50-54,68630.28,33597.54,35032.74
Male,41,40-44,55786.78,23409.02,32377.76
Male,46,45-49,45999.78,44995.57,1004.21
female,51,50-54,44319.98,30029.41,14290.57
Female,41,40-44,44197.42,35597.63,8599.79
Female,42,40-44,43640.23,34884.7,8755.53
female,54,50-54,52157.36,32175.4,19981.96
Male,41,40-44,54205.5,32098.69,22106.81
male,48,45-49,58245.45,37418.66,20826.79
Male,43,40-44,56649.95,28333.67,28316.28
Male,36,35-39,62461.07,36204.82,26256.25
male,42,40-44,43310.79,34019.39,9291.4
female,35,35-39,66364.84,39406.32,26958.52
Female,53,50-54,43703.44,26028.77,17674.67
female,48,45-49,53479.32,30674.47,22804.85
female,48,45-49,48052.41,23158.0,24894.41
Male,33,30-34,49761.04,38878.18,10882.86
Female,48,45-49,56722.89,24085.93,32636.96
Female,38,35-39,35615.8,32656.4,2959.4
female,45,45-49,41692.76,26370.47,15322.29
male,33,30-34,57492.27,39129.48,18362.79
female,35,35-39,49978.47,29531.75,20446.72
male,37,35-39,47433.82,35209.12,12224.7
Female,53,50-54,38790.59,21329.29,17461.3
female,45,45-49,47503.89,24950.37,22553.52
Male,34,30-34,56809.47,34856.33,21953.14
female,50,50-54,44365.27,40327.62,4037.65
Female,51,50-54,63640.63,34208.58,29432.05
Male,39,35-39,60768.85,49063.88,11704.97
Male,52,50-54,46499.47,36331.84,10167.63
male,42,40-44,44056.51,30128.16,13928.35
Male,43,40-44,22355.22,27432.02,-5076.8
Male,36,35-39,39231.39,44536.55,-5305.16
female,49,45-49,38616.64,36459.58,2157.06
Female,35,35-39,35690.34,25876.58,9813.76
male,36,35-39,49640.24,24728.9,24911.34
female,34,30-34,53120.81,24690.09,28430.72
Male,50,50-54,68146.55,34090.01,34056.54
Male,47,45-49,50664.91,17854.81,32810.1
male,52,50-54,29664.46,25912.47,3751.99
Female,41,40-44,42522.56,32380.22,10142.34
male,35,35-39,56105.64,30220.9,25884.74
female,30,30-34,49185.87,26360.05,22825.82
male,33,30-34,58568.28,35558.6,23009.68
Male,48,45-49,44862.51,35517.66,9344.85
female,41,40-44,61520.37,28268.28,33252.09
Male,44,40-44,52460.3,25748.58,26711.72
Female,32,30-34,52714.78,36916.62,15798.16
Male,52,50-54,51499.55,28730.23,22769.32
Male,49,45-49,42348.44,30112.39,12236.05
male,37,35-39,49428.09,36262.77,13165.32
Male,40,40-44,52937.61,21199.61,31738.0
female,45,45-49,35993.45,25853.99,10139.46
female,38,35-39,50795.94,27912.65,22883.29
Female,32,30-34,62148.78,45257.18,16891.6
female,34,30-34,54338.18,19979.15,34359.03
male,49,45-49,63672.9,30318.24,33354.66
Female,43,40-44,54077.27,22907.34,31169.93
female,44,40-44,41023.69,48473.74,-7450.05
male,35,35-39,57907.6,32134.54,25773.06
female,33,30-34,38589.74,22374.98,16214.76
female,37,35-39,47915.63,16832.17,31083.46
Male,48,45-49,47240.04,34896.07,12343.97
female,34,30-34,43217.22,31544.96,11672.26
female,42,40-44,73789.67,35085.82,38703.85
male,45,45-49,49273.55,21947.37,27326.18
male,30,30-34,68100.62,44946.26,23154.36
Male,42,40-44,53435.9,30655.19,22780.71
female,51,50-54,41790.78,33395.21,8395.57
Male,40,40-44,45904.12,34991.39,10912.73
female,50,50-54,49615.19,30821.43,18793.76
Female,37,35-39,46581.92,40444.43,6137.49
Female,54,50-54,47260.48,25760.53,21499.95
Male,37,35-39,55737.44,38178.59,17558.85
Male,53,50-54,53653.7,40665.14,12988.56
Male,43,40-44,56899.94,38293.11,18606.83
male,42,40-44,65266.85,41474.77,23792.08
male,32,30-34,45285.14,24157.16,21127.98
male,33,30-34,61138.93,33973.14,27165.79
Male,49,45-49,63936.02,33339.36,30596.66
female,44,40-44,62939.01,30599.2,32339.81
Female,44,40-44,32400.69,35015.42,-2614.73
Male,50,50-54,67976.87,39656.16,28320.71
male,42,40-44,43636.01,24221.12,19414.89
male,38,35-39,31593.28,20343.16,11250.12
Male,54,50-54,67731.1,28359.88,39371.22
Male,39,35-39,55134.04,10124.15,45009.89
male,41,40-44,55547.05,29444.98,26102.07
female,43,40-44,46679.28,41437.23,5242.05
male,30,30-34,51820.98,18612.31,33208.67
male,43,40-44,48606.83,26658.51,21948.32
Male,43,40-44,43757.97,20906.29,22851.68
female,37,35-39,50229.91,33173.69,17056.22
male,45,45-49,51131.38,35094.67,16036.71
male,43,40-44,36783.66,30171.41,6612.25
Female,30,30-34,50556.32,24521.24,26035.08
Male,45,45-49,32124.75,31522.15,602.6
Female,47,45-49,69203.51,39898.1,29305.41
Female,36,35-39,48974.19,37117.47,11856.72
male,44,40-44,39285.05,26745.06,12539.99
Male,53,50-54,55132.18,27406.59,27725.59
female,46,45-49,42533.01,27186.25,15346.76
male,48,45-49,49707.43,33923.41,15784.02
female,52,50-54,54555.01,18945.13,35609.88
female,42,40-44,39833.09,34341.51,5491.58
Male,38,35-39,69497.09,25668.76,43828.33
Female,53,50-54,70449.14,27880.4,42568.74
Male,53,50-54,44745.47,24154.58,20590.89
female,44,40-44,38766.74,35850.21,2916.53
male,54,50-54,44699.92,25258.2,19441.72
female,32,30-34,45234.46,22324.99,22909.47
male,53,50-54,61103.5,25366.87,35736.63
male,30,30-34,44872.87,21342.94,23529.93
Male,45,45-49,38383.39,36893.55,1489.84
female,37,35-39,51015.74,21177.9,29837.84
Female,52,50-54,35091.46,29653.95,5437.51
female,42,40-44,60679.95,24794.91,35885.04
female,37,35-39,55999.93,42548.35,13451.58
Female,46,45-49,44001.1,33383.64,10617.46
Male,51,50-54,45092.79,24966.17,20126.62
female,52,50-54,52487.35,31372.35,21115.0
female,43,40-44,38969.54,22724.92,16244.62
male,50,50-54,42121.04,35371.81,6749.23
female,50,50-54,47745.87,31341.67,16404.2
Female,36,35-39,36812.17,33351.84,3460.33
male,44,40-44,45456.61,22371.14,23085.47
Male,45,45-49,39269.41,18929.26,20340.15
male,48,45-49,64261.99,16691.82,47570.17
Female,35,35-39,45965.64,17297.88,28667.76
Female,52,50-54,40531.76,30087.09,10444.67
male,30,30-34,56744.5,45374.54,11369.96
Male,41,40-44,43715.14,26805.98,16909.16
male,47,45-49,38975.14,25369.97,13605.17
Male,45,45-49,58875.3,29565.96,29309.34
male,41,40-44,46768.58,23710.34,23058.24
Female,49,45-49,58410.21,19745.57,38664.64
female,42,40-44,49849.46,24763.53,25085.93
female,37,35-39,51291.99,28184.34,23107.65
Male,51,50-54,55631.79,44875.23,10756.56
Male,30,30-34,43651.73,26091.93,17559.8
Male,50,50-54,41897.85,31558.24,10339.61
Female,36,35-39,62018.37,19024.48,42993.89
male,44,40-44,55789.19,35550.98,20238.21
Female,51,50-54,49325.02,24085.61,25239.41
female,42,40-44,57957.01,20964.94,36992.07
Male,42,40-44,55401.6,21775.26,33626.34
male,38,35-39,59433.03,24864.62,34568.41
female,53,50-54,38571.65,20750.97,17820.68
female,44,40-44,49358.21,32330.27,17027.94
female,33,30-34,61298.03,21325.22,39972.81
Female,42,40-44,66772.27,35166.84,31605.43
Male,41,40-44,44640.62,25931.04,18709.58
female,34,30-34,51591.65,22664.29,28927.36
Male,36,35-39,50193.36,24533.88,25659.48
Female,37,35-39,37558.19,21875.11,15683.08
female,34,30-34,47124.4,30172.68,16951.72
Female,38,35-39,34213.07,25638.27,8574.8
Female,43,40-44,48326.78,38891.02,9435.76
Male,41,40-44,39619.81,11557.58,28062.23
female,33,30-34,51699.15,39344.94,12354.21
Female,49,45-49,46901.03,24618.87,22282.16
female,37,35-39,46741.85,42803.29,3938.56
Male,46,45-49,65534.21,30963.9,34570.31
Female,37,35-39,50708.09,39597.59,11110.5
Male,50,50-54,68782.22,29391.01,39391.21
female,30,30-34,54463.72,28899.45,25564.27
female,49,45-49,58155.53,22409.06,35746.47
Male,31,30-34,41304.78,29268.24,12036.54
male,33,30-34,43063.21,22001.35,21061.86
Female,53,50-54,50172.64,31498.43,18674.21
female,50,50-54,62130.75,31290.7,30840.05
female,30,30-34,46370.46,29018.86,17351.6
Female,36,35-39,35685.48,39895.81,-4210.33
Male,30,30-34,53979.9,33980.82,19999.08
Male,38,35-39,50639.78,22638.92,28000.86
Male,32,30-34,44489.9,34546.92,9942.98
male,41,40-44,46269.36,37616.26,8653.1
male,48,45-49,41289.26,10842.84,30446.42
female,44,40-44,59239.07,21336.08,37902.99
Male,51,50-54,50233.24,26247.4,23985.84
Female,45,45-49,52404.77,23488.75,28916.02
female,39,35-39,44035.74,35105.01,8930.73
Female,51,50-54,63362.27,22909.03,40453.24
female,35,35-39,52207.97,22044.29,30163.68
male,46,45-49,28588.64,31909.87,-3321.23
female,50,50-54,54599.82,28152.04,26447.78
male,51,50-54,47356.79,38980.19,8376.6
female,53,50-54,48360.55,32967.47,15393.08
Male,46,45-49,59936.91,57221.9,2715.01
Female,50,50-54,50885.72,21274.36,29611.36
Male,48,45-49,67123.42,17768.18,49355.24
female,47,45-49,51055.93,41006.01,10049.92
female,40,40-44,45333.83,54533.59,-9199.76
female,53,50-54,31867.12,28213.7,3653.42
male,36,35-39,42821.3,27454.5,15366.8
Female,39,35-39,46777.55,31018.27,15759.28
Female,36,35-39,64662.88,23179.13,41483.75
female,34,30-34,45394.46,14439.6,30954.86
female,41,40-44,66420.12,31942.98,34477.14
male,45,45-49,38516.9,30076.48,8440.42
Male,54,50-54,42275.32,18931.51,23343.81
Male,50,50-54,61269.77,25061.94,36207.83
Female,47,45-49,44048.78,18749.71,25299.07
male,32,30-34,60992.29,32972.14,28020.15
female,49,45-49,41736.98,29784.81,11952.17
Female,44,40-44,42739.1,31296.27,11442.83
male,34,30-34,56418.49,34158.77,22259.72
Male,42,40-44,41876.99,38769.8,3107.19
male,48,45-49,47255.96,31423.96,15832.0
Male,41,40-44,53947.79,34921.42,19026.37
male,52,50-54,47473.94,44552.43,2921.51
Female,50,50-54,44374.22,37732.42,6641.8
Male,34,30-34,37927.72,31745.81,6181.91
Female,35,35-39,64493.29,31253.92,33239.37
Female,36,35-39,66361.12,23366.36,42994.76
Male,39,35-39,53293.36,24828.49,28464.87
Male,45,45-49,47678.83,29210.75,18468.08
female,37,35-39,48228.28,27171.23,21057.05
female,38,35-39,58321.93,45083.82,13238.11
female,33,30-34,60317.82,32982.87,27334.95
Female,50,50-54,44598.47,32324.54,12273.93
Female,50,50-54,60746.08,39385.42,21360.66
female,37,35-39,56150.89,31464.48,24686.41
Female,54,50-54,60572.24,27793.21,32779.03
Female,36,35-39,33982.23,32066.65,1915.58
Male,44,40-44,45807.97,33251.9,12556.07
Male,50,50-54,48270.99,41201.43,7069.56
Female,32,30-34,45310.46,19140.33,26170.13
female,46,45-49,69173.23,24085.76,45087.47
male,40,40-44,45901.32,29416.67,16484.65
female,38,35-39,54683.92,37497.81,17186.11
male,34,30-34,51528.4,36297.96,15230.44
female,54,50-54,47097.73,30866.69,16231.04
Male,39,35-39,42913.6,38154.4,4759.2
Female,44,40-44,70558.49,24609.01,45949.48
Female,43,40-44,47781.28,45066.86,2714.42
Male,33,30-34,58755.85,23314.41,35441.44
male,50,50-54,49903.52,16288.81,33614.71
male,49,45-49,45412.78,34841.41,10571.37
male,31,30-34,51082.92,18533.7,32549.22
Male,41,40-44,53081.14,25928.84,27152.3
male,30,30-34,45304.14,28854.65,16449.49
Male,53,50-54,42353.79,33319.11,9034.68
female,49,45-49,54761.74,38103.47,16658.27
female,34,30-34,51163.67,19202.49,31961.18
Male,35,35-39,43479.42,20995.82,22483.6
Female,53,50-54,40615.65,57308.21,-16692.56
female,40,40-44,53492.79,28310.78,25182.01
male,37,35-39,30819.19,16853.17,13966.02
Male,36,35-39,47394.0,21931.52,25462.48
male,33,30-34,51350.88,25780.53,25570.35
male,35,35-39,67376.72,30039.89,37336.83
Female,45,45-49,50104.81,39540.56,10564.25
male,49,45-49,46988.09,43071.09,3917.0
Female,44,40-44,52845.61,23404.21,29441.4
female,43,40-44,42834.59,25456.19,17378.4
Male,52,50-54,47810.64,31188.05,16622.59
male,41,40-44,50293.02,24191.72,26101.3
Male,41,40-44,56295.12,39542.63,16752.49
male,45,45-49,43270.0,49733.73,-6463.73
Male,44,40-44,49942.76,30170.67,19772.09
male,42,40-44,32089.84,32627.42,-537.58
male,40,40-44,55166.81,25312.3,29854.51
male,46,45-49,47695.6,32685.97,15009.63
male,50,50-54,68843.17,21518.59,47324.58
male,44,40-44,53513.35,22407.1,31106.25
male,43,40-44,41330.08,15464.45,25865.63
male,39,35-39,39063.14,36527.38,2535.76
male,41,40-44,56617.0,41110.47,15506.53
male,45,45-49,67964.31,38245.13,29719.18
Male,44,40-44,64901.64,30751.26,34150.38
Female,39,35-39,37873.09,27493.38,10379.71
male,33,30-34,52032.94,29258.11,22774.83
Female,52,50-54,61270.2,21845.55,39424.65
male,38,35-39,36588.4,37527.31,-938.91
male,50,50-54,60373.67,38387.29,21986.38
Male,49,45-49,42972.12,21500.28,21471.84
female,38,35-39,47845.27,22525.49,25319.78
female,50,50-54,52766.32,19393.46,33372.86
Male,54,50-54,60683.16,27963.63,32719.53
Female,53,50-54,65319.07,29826.33,35492.74
female,49,45-49,46770.67,30531.61,16239.06
Male,40,40-44,45203.6,19342.84,25860.76
Male,40,40-44,44537.72,24143.0,20394.72
female,36,35-39,57795.84,24157.19,33638.65
Female,50,50-54,59955.56,35847.41,24108.15
Male,39,35-39,58944.14,22031.99,36912.15
male,33,30-34,52697.89,30434.85,22263.04
Female,34,30-34,53684.47,24331.64,29352.83
Female,34,30-34,47696.31,28467.26,19229.05
female,40,40-44,48628.95,37564.57,11064.38
female,38,35-39,58539.74,20089.24,38450.5
male,45,45-49,52642.92,9143.6,43499.32
Male,38,35-39,45268.34,19290.08,25978.26
female,51,50-54,60993.27,33338.54,27654.73
female,33,30-34,43921.64,20419.96,23501.68
Female,31,30-34,51456.98,24298.62,27158.36
female,43,40-44,37599.79,33631.51,3968.28
female,32,30-34,40541.99,36431.23,4110.76
female,47,45-49,50191.05,38261.46,11929.59
female,50,50-54,43037.57,34432.18,8605.39
Female,35,35-39,47708.49,20993.94,26714.55
male,40,40-44,62132.7,42850.37,19282.33
male,50,50-54,48752.44,22456.8,26295.64
Male,47,45-49,58998.49,24910.45,34088.04
female,41,40-44,42192.87,29956.04,12236.83
Female,34,30-34,55489.04,32229.83,23259.21
Male,38,35-39,39998.09,41508.8,-1510.71
Male,49,45-49,47502.19,24937.67,22564.52
male,47,45-49,55894.94,33043.32,22851.62
Female,48,45-49,50127.57,24982.4,25145.17
Female,32,30-34,59423.01,42860.04,16562.97
Female,38,35-39,56675.14,33417.72,23257.42
male,33,30-34,46915.95,40314.15,6601.8
male,46,45-49,62969.48,20778.11,42191.37
male,46,45-49,54363.05,25511.06,28851.99
male,52,50-54,47563.11,31989.27,15573.84
male,52,50-54,51457.66,40440.77,11016.89
female,31,30-34,50909.18,37938.17,12971.01
female,38,35-39,52015.92,42003.42,10012.5
Female,38,35-39,48582.41,40730.67,7851.74
Male,34,30-34,53725.28,36229.83,17495.45
Female,44,40-44,57898.2,31226.97,26671.23
Male,44,40-44,54255.64,21080.43,33175.21
male,32,30-34,53915.28,12843.19,41072.09
Male,48,45-49,48993.21,30994.7,17998.51
Female,32,30-34,41139.18,36421.19,4717.99
Female,35,35-39,38706.56,8205.95,30500.61
Male,33,30-34,42924.24,20607.0,22317.24
female,53,50-54,45819.96,21867.79,23952.17
male,42,40-44,66717.91,28499.12,38218.79
male,42,40-44,62516.62,30825.75,31690.87
Female,40,40-44,44066.84,38651.51,5415.33
female,34,30-34,54497.02,19472.77,35024.25
Male,30,30-34,49323.78,32753.81,16569.97
male,38,35-39,52359.91,18903.34,33456.57
female,46,45-49,44513.79,36686.21,7827.58
male,51,50-54,72417.6,26146.9,46270.7
female,30,30-34,68645.0,20302.84,48342.16
female,32,30-34,47073.82,24621.93,22451.89
Female,44,40-44,44036.71,21077.26,22959.45
male,50,50-54,59254.73,30737.25,28517.48
Male,52,50-54,37903.31,34992.52,2910.79
Female,39,35-39,58459.48,38249.79,20209.69
Female,37,35-39,51254.66,25849.24,25405.42
Male,41,40-44,35659.03,41103.61,-5444.58
Female,54,50-54,48482.29,29805.08,18677.21
female,51,50-54,43442.46,40120.98,3321.48
female,44,40-44,51617.8,28741.9,22875.9
male,38,35-39,50575.06,28152.31,22422.75
male,53,50-54,36526.85,34627.46,1899.39
Male,54,50-54,46658.57,32463.63,14194.94
male,39,35-39,55747.2,25567.33,30179.87
female,49,45-49,57469.08,39242.11,18226.97
Male,38,35-39,46369.42,22346.46,24022.96
Male,44,40-44,54577.71,34627.52,19950.19
male,52,50-54,52663.8,34275.83,18387.97
female,50,50-54,49473.56,38516.74,10956.82
Male,50,50-54,54638.79,38673.6,15965.19
female,30,30-34,40747.96,28544.46,12203.5
female,31,30-34,50009.7,30262.33,19747.37
female,48,45-49,33960.61,29726.31,4234.3
male,43,40-44,49458.75,43964.6,5494.15
Female,37,35-39,64250.26,35207.82,29042.44
Female,35,35-39,46804.74,38350.21,8454.53
Male,41,40-44,63250.4,27991.6,35258.8
female,44,40-44,46964.12,20986.51,25977.61
male,43,40-44,39152.79,22516.25,16636.54
female,50,50-54,56653.94,38099.99,18553.95
female,30,30-34,54639.34,24147.13,30492.21
male,40,40-44,73190.08,55561.24,17628.84
Female,54,50-54,40207.04,26754.8,13452.24
female,32,30-34,53564.14,32809.71,20754.43
female,48,45-49,53920.43,32795.29,21125.14
Female,47,45-49,60581.85,31435.82,29146.03
male,49,45-49,55297.99,20240.96,35057.03
Male,31,30-34,47119.22,31982.03,15137.19
Female,54,50-54,39289.28,31912.0,7377.28
Male,36,35-39,53466.23,27605.15,25861.08
Male,37,35-39,53744.21,44811.73,8932.48
Female,48,45-49,56314.16,16704.76,39609.4
female,51,50-54,47105.66,17909.82,29195.84
Male,44,40-44,52781.52,36029.67,16751.85
Male,39,35-39,34558.49,29302.93,5255.56
male,51,50-54,39707.54,22960.79,16746.75
female,30,30-34,59355.3,31560.13,27795.17
Male,35,35-39,51798.36,37675.02,14123.34
male,42,40-44,54758.2,16953.06,37805.14
female,43,40-44,44016.48,35782.98,8233.5
Female,32,30-34,42745.47,32646.61,10098.86
Female,40,40-44,45764.49,28164.12,17600.37
male,32,30-34,52376.84,31964.83,20412.01
Female,48,45-49,56859.17,32099.8,24759.37
Male,39,35-39,47508.9,34398.87,13110.03
female,44,40-44,33404.18,22119.3,11284.88
Male,40,40-44,54010.38,38699.79,15310.59
Male,44,40-44,52670.52,37938.58,14731.94
Female,53,50-54,54791.73,38174.14,16617.59
Male,42,40-44,58564.98,16198.57,42366.41
Female,34,30-34,57775.58,39154.96,18620.62
female,33,30-34,63608.14,27049.57,36558.57
female,42,40-44,50284.18,34246.07,16038.11
Male,38,35-39,45680.72,14146.22,31534.5
male,54,50-54,60408.41,24534.56,35873.85
Female,46,45-49,59083.56,36723.06,22360.5
Female,31,30-34,47671.48,34207.96,13463.52
Male,53,50-54,61058.86,21360.34,39698.52
Female,34,30-34,50745.28,35441.49,15303.79
Female,45,45-49,62763.23,23470.84,39292.39
male,36,35-39,67292.15,27871.38,39420.77
male,30,30-34,76410.72,20638.99,55771.73
Male,41,40-44,50622.37,32746.8,17875.57
male,50,50-54,64154.31,38698.81,25455.5
Male,40,40-44,58538.46,37079.77,21458.69
female,41,40-44,59469.62,22738.43,36731.19
Male,48,45-49,54244.32,29630.56,24613.76
female,41,40-44,59511.05,17419.44,42091.61
Male,41,40-44,36259.16,40914.74,-4655.58
Female,43,40-44,49711.58,30152.72,19558.86
male,31,30-34,43465.18,35199.93,8265.25
female,31,30-34,42628.83,31593.19,11035.64
Male,54,50-54,35644.98,24991.06,10653.92
male,33,30-34,44732.86,25569.09,19163.77
Male,49,45-49,48258.49,33645.95,14612.54
male,52,50-54,51843.09,43095.32,8747.77
male,45,45-49,49875.72,27256.91,22618.81
Male,39,35-39,60523.39,39393.19,21130.2
female,42,40-44,41039.98,37381.49,3658.49
female,31,30-34,30563.43,27445.09,3118.34
Female,32,30-34,55314.51,38801.42,16513.09
male,48,45-49,49532.72,38154.1,11378.62
Female,35,35-39,49325.09,12837.37,36487.72
Female,48,45-49,42872.15,35612.9,7259.25
Male,50,50-54,59091.37,40244.18,18847.19
Male,49,45-49,45809.35,20660.62,25148.73
Male,48,45-49,41164.27,19490.62,21673.65
male,37,35-39,66742.61,31663.68,35078.93
Male,43,40-44,56915.74,42629.07,14286.67
Male,39,35-39,49598.42,21296.31,28302.11
male,32,30-34,25587.58,17377.0,8210.58
male,35,35-39,47645.75,26372.42,21273.33
female,44,40-44,49783.83,25257.53,24526.3
Male,52,50-54,64636.82,16630.89,48005.93
Male,52,50-54,32500.22,25326.61,7173.61
Male,47,45-49,65602.57,32790.46,32812.11
female,43,40-44,54369.33,44850.08,9519.25
Male,48,45-49,37924.17,34492.83,3431.34
female,39,35-39,59218.16,36449.29,22768.87
Female,44,40-44,47561.27,21293.49,26267.78
female,33,30-34,33381.22,29244.32,4136.9
