name,contry_origin,domain,price_category,founded,presence_world,presence_russia,presence_regions
Детский мир,Россия,Товары и услуги для детей,Ниже среднего; Средний,1947.0,,578,Москва; Санкт-Петербург; Барнаул; Белгород; Владимир; Волгодонск; Воронеж; Дзержинск; Екатеринбург; Зеленоград; Иваново; Ижевск; Йошкар-Ола; Казань; Калининград; Калуга; Кемерово; Королев; Кострома; Краснодар; Красноярск; Курск; Липецк; Люберцы; Мытищи; Набережные Челны; Нальчик; Нижневартовск; Нижнекамск; Нижний Новгород; Нижний Тагил; Новокузнецк; Новосибирск; Омск; Орел; Оренбург; Орехово-Зуево; Пенза; Пермь; Петрозаводск; Псков; Ростов-на-Дону; Рязань; Самара; Саратов; Смоленск; Ставрополь; Тамбов; Тольятти; Тула; Тюмень; Ульяновск; Уфа; Челябинск; Череповец; Электросталь; Ярославль
Детский Скороход,Россия,Товары и услуги для детей,Средний,1998.0,,9,Санкт-Петербург; Гатчина
Дефиле,Россия,Одежда,Средний,2007.0,90.0,70 и 7 франчайзинговых,Москва; Санкт-Петербург; Архангельск; Астрахань; Волгоград; Екатеринбург; Зеленоград; Иваново; Казань; Кемерово; Краснодар; Красноярск; Курск; Магнитогорск; Мытищи; Нижний Новгород; Новосибирск; Пермь; Ростов-на-Дону; Самара; Саратов; Тверь; Тюмень; Уфа; Чебоксары; Челябинск; Череповец; Ярославль
Дешево,Россия,Продукты питания,Дисконт; Ниже среднего,1993.0,,12,Калининград
Джага-Джага,Россия,Магазин для Взрослых,Средний,2000.0,,8,Москва; Истра; Красногорск
Джамбо,Россия,Товары и услуги для детей,Средний; Выше среднего,2012.0,,3 и 2 франчайзинговых,Москва; Санкт-Петербург
Джинсовый стиль,Россия,Одежда,Средний,1996.0,8.0,8,Балашиха; Железнодорожный; Ногинск; Орехово-Зуево; Павловский Посад; Раменское; Щелково; Электросталь
Джоконда,Россия,Услуги населению,Люкс / Премиум,1994.0,,9,Москва
ДжонДжоли,Россия,"Кафе, ресторан",Средний,2011.0,14.0,14,Москва
ДИАЛОГ,Россия,Аптека,Средний,2003.0,33.0,33,Москва; Балашиха; Королев; Люберцы; Ногинск; Одинцово; Орехово-Зуево; Пушкино; Раменское; Электросталь
Диана,Россия,Услуги населению,Средний,2002.0,,400,Москва; Балашиха; Бронницы; Видное; Волоколамск; Воскресенск; Дзержинский; Дмитров; Долгопрудный; Домодедово; Дубна; Егорьевск; Железнодорожный; Жуковский; Звенигород; Зеленоград; Истра; Кашира; Клин; Коломна; Королев; Котельники; Красногорск; Лобня; Луховицы; Люберцы; Можайск; Московский; Мытищи; Наро-Фоминск; Ногинск; Одинцово; Орехово-Зуево; Павловский Посад; Подольск; Пушкино; Раменское; Реутов; Сергиев Посад; Серпухов; Солнечногорск; Старая Купавна; Ступино; Троицк; Фрязино; Химки; Чехов; Шатура; Щелково; Щербинка; Электрогорск; Электросталь
